200 200
1.00046 -0.000162944 7.02704e-07
1.00046 -0.000164995 6.77941e-07
1.00046 -0.000167062 6.5276e-07
1.00047 -0.000168962 6.26258e-07
1.00047 -0.000170869 5.99345e-07
1.00047 -0.000172605 5.7113e-07
1.00048 -0.000174342 5.42515e-07
1.00048 -0.000175906 5.12625e-07
1.00049 -0.000177463 4.82354e-07
1.00049 -0.000178843 4.50843e-07
1.0005 -0.000180211 4.18974e-07
1.0005 -0.000181399 3.85909e-07
1.00051 -0.000182568 3.52518e-07
1.00051 -0.000183556 3.17982e-07
1.00051 -0.000184517 2.83161e-07
1.00052 -0.000185295 2.47256e-07
1.00052 -0.000186041 2.11113e-07
1.00053 -0.000186601 1.73956e-07
1.00053 -0.000187124 1.36618e-07
1.00054 -0.00018746 9.83466e-08
1.00054 -0.000187754 5.99588e-08
1.00055 -0.000187859 2.07263e-08
1.00056 -0.000187918 -1.85488e-08
1.00056 -0.000187787 -5.857e-08
1.00057 -0.000187606 -9.85517e-08
1.00057 -0.000187236 -1.39172e-07
1.00058 -0.000186812 -1.79663e-07
1.00058 -0.000186199 -2.20676e-07
1.00059 -0.000185529 -2.61462e-07
1.00059 -0.000184672 -3.02646e-07
1.0006 -0.000183756 -3.43498e-07
1.0006 -0.000182654 -3.84617e-07
1.00061 -0.000181492 -4.25291e-07
1.00061 -0.000180147 -4.66095e-07
1.00062 -0.000178741 -5.06337e-07
1.00062 -0.000177154 -5.46566e-07
1.00063 -0.000175508 -5.8611e-07
1.00063 -0.000173685 -6.25495e-07
1.00064 -0.000171803 -6.64069e-07
1.00064 -0.000169749 -7.02332e-07
1.00065 -0.000167639 -7.39657e-07
1.00065 -0.000165362 -7.7652e-07
1.00065 -0.000163031 -8.12314e-07
1.00066 -0.00016054 -8.47494e-07
1.00066 -0.000157998 -8.81477e-07
1.00067 -0.000155304 -9.14695e-07
1.00067 -0.000152564 -9.46588e-07
1.00067 -0.000149678 -9.77568e-07
1.00068 -0.000146753 -1.0071e-06
1.00068 -0.00014369 -1.03557e-06
1.00068 -0.000140595 -1.06248e-06
1.00069 -0.000137371 -1.08819e-06
1.00069 -0.000134121 -1.11223e-06
1.00069 -0.000130753 -1.13494e-06
1.0007 -0.000127367 -1.15586e-06
1.0007 -0.000123873 -1.17534e-06
1.0007 -0.00012037 -1.19294e-06
1.0007 -0.000116769 -1.20899e-06
1.0007 -0.00011317 -1.22308e-06
1.00071 -0.000109484 -1.23551e-06
1.00071 -0.000105809 -1.24591e-06
1.00071 -0.00010206 -1.25457e-06
1.00071 -9.83323e-05 -1.26114e-06
1.00071 -9.45423e-05 -1.26591e-06
1.00071 -9.07845e-05 -1.26854e-06
1.00071 -8.6977e-05 -1.26932e-06
1.00071 -8.3213e-05 -1.26793e-06
1.00071 -7.94118e-05 -1.26465e-06
1.00071 -7.56655e-05 -1.2592e-06
1.00071 -7.18947e-05 -1.25183e-06
1.00071 -6.81903e-05 -1.2423e-06
1.00071 -6.44741e-05 -1.23085e-06
1.00071 -6.08357e-05 -1.21726e-06
1.00071 -5.71981e-05 -1.20178e-06
1.00071 -5.36497e-05 -1.18419e-06
1.0007 -5.01143e-05 -1.16474e-06
1.0007 -4.66792e-05 -1.14325e-06
1.0007 -4.32692e-05 -1.11996e-06
1.0007 -3.99703e-05 -1.0947e-06
1.0007 -3.67078e-05 -1.0677e-06
1.00069 -3.3567e-05 -1.03884e-06
1.00069 -3.04736e-05 -1.00833e-06
1.00069 -2.75116e-05 -9.7607e-07
1.00069 -2.46072e-05 -9.42269e-07
1.00068 -2.18435e-05 -9.06843e-07
1.00068 -1.9147e-05 -8.70006e-07
1.00068 -1.65995e-05 -8.31691e-07
1.00067 -1.41279e-05 -7.92109e-07
1.00067 -1.18129e-05 -7.51214e-07
1.00067 -9.58141e-06 -7.09216e-07
1.00066 -7.51317e-06 -6.66088e-07
1.00066 -5.53499e-06 -6.22039e-07
1.00066 -3.72558e-06 -5.77063e-07
1.00065 -2.01161e-06 -5.31371e-07
1.00065 -4.70682e-07 -4.84979e-07
1.00065 9.7077e-07 -4.381e-07
1.00064 2.23628e-06 -3.90774e-07
1.00064 3.39978e-06 -3.43221e-07
1.00064 4.386e-06 -2.95509e-07
1.00063 5.2694e-06 -2.4787e-07
1.00063 5.97597e-06 -2.00404e-07
1.00063 6.58089e-06 -1.53364e-07
1.00062 7.01154e-06 -1.06892e-07
1.00062 7.34405e-06 -6.1272e-08
1.00062 7.5074e-06 -1.67017e-08
1.00061 7.57899e-06 2.64831e-08
1.00061 7.48968e-06 6.80067e-08
1.00061 7.31859e-06 1.07452e-07
1.00061 6.99896e-06 1.44429e-07
1.0006 6.61226e-06 1.7839e-07
1.0006 6.09485e-06 2.08766e-07
1.0006 5.53155e-06 2.34797e-07
1.0006 4.86301e-06 2.55629e-07
1.0006 4.17894e-06 2.70149e-07
1.0006 3.42619e-06 2.7704e-07
1.0006 2.70178e-06 2.74633e-07
1.0006 1.96158e-06 2.60954e-07
1.0006 1.31307e-06 2.33745e-07
1.0006 7.237e-07 1.90975e-07
1.0006 3.10682e-07 1.32405e-07
1.0006 4.08995e-08 6.42747e-08
1.0006 -2.43675e-09 7.00806e-09
1.00048 3.33013e-08 -2.4577e-07
1.00048 5.74416e-07 -6.76965e-07
1.00048 1.35514e-06 -9.79091e-07
1.00048 2.50634e-06 -1.13126e-06
1.00048 3.58425e-06 -1.15154e-06
1.00048 4.75374e-06 -1.06766e-06
1.00048 5.62023e-06 -9.05023e-07
1.00047 6.39724e-06 -6.84183e-07
1.00047 6.73323e-06 -4.21196e-07
1.00047 6.87636e-06 -1.28398e-07
1.00047 6.5038e-06 1.84677e-07
1.00047 5.88551e-06 5.10702e-07
1.00047 4.7171e-06 8.43939e-07
1.00046 3.28185e-06 1.17996e-06
1.00046 1.28736e-06 1.51524e-06
1.00046 -9.75107e-07 1.84709e-06
1.00046 -3.78993e-06 2.17329e-06
1.00045 -6.86131e-06 2.49223e-06
1.00045 -1.0468e-05 2.80255e-06
1.00045 -1.43121e-05 3.10329e-06
1.00045 -1.86682e-05 3.39365e-06
1.00044 -2.32377e-05 3.67312e-06
1.00044 -2.82922e-05 3.94126e-06
1.00044 -3.35335e-05 4.19785e-06
1.00044 -3.92309e-05 4.4427e-06
1.00043 -4.50872e-05 4.67582e-06
1.00043 -5.13696e-05 4.89715e-06
1.00043 -5.77831e-05 5.10685e-06
1.00043 -6.45927e-05 5.30497e-06
1.00042 -7.15057e-05 5.49176e-06
1.00042 -7.87856e-05 5.66733e-06
1.00042 -8.61421e-05 5.83202e-06
1.00042 -9.38369e-05 5.98595e-06
1.00042 -0.000101583 6.1295e-06
1.00041 -0.000109639 6.26283e-06
1.00041 -0.000117723 6.38631e-06
1.00041 -0.000126091 6.50011e-06
1.00041 -0.000134463 6.60461e-06
1.00041 -0.000143094 6.69998e-06
1.00041 -0.000151707 6.78659e-06
1.00041 -0.000160557 6.86457e-06
1.00041 -0.000169368 6.93431e-06
1.00041 -0.000178392 6.9959e-06
1.00041 -0.000187359 7.04972e-06
1.0004 -0.000196518 7.09582e-06
1.0004 -0.000205602 7.13457e-06
1.0004 -0.000214857 7.166e-06
1.0004 -0.00022402 7.19043e-06
1.0004 -0.000233334 7.20788e-06
1.0004 -0.00024254 7.21865e-06
1.0004 -0.000251878 7.22272e-06
1.0004 -0.000261094 7.22037e-06
1.0004 -0.000270423 7.21155e-06
1.00041 -0.000279615 7.19651e-06
1.00041 -0.000288901 7.17518e-06
1.00041 -0.000298037 7.14779e-06
1.00041 -0.00030725 7.11423e-06
1.00041 -0.000316299 7.07474e-06
1.00041 -0.000325407 7.02917e-06
1.00041 -0.000334338 6.97773e-06
1.00041 -0.00034331 6.92027e-06
1.00041 -0.000352092 6.85698e-06
1.00042 -0.000360899 6.78769e-06
1.00042 -0.000369502 6.71259e-06
1.00042 -0.000378113 6.63147e-06
1.00042 -0.000386507 6.54454e-06
1.00042 -0.000394891 6.45158e-06
1.00043 -0.000403046 6.35278e-06
1.00043 -0.000411174 6.24792e-06
1.00043 -0.000419059 6.13719e-06
1.00043 -0.000426899 6.02038e-06
1.00044 -0.000434484 5.89765e-06
1.00044 -0.000442006 5.76882e-06
1.00044 -0.00044926 5.63405e-06
1.00044 -0.000456434 5.49315e-06
1.00045 -0.000463327 5.34632e-06
1.00045 -0.000470122 5.19336e-06
1.00045 -0.000476622 5.03447e-06
1.00046 -0.000483008 4.86948e-06
1.00046 -0.000489085 4.6986e-06
1.00046 -0.000495031 4.52167e-06
1.00047 -0.000500656 4.33893e-06
1.00047 -0.000506131 4.15022e-06
1.00048 -0.000511274 3.95581e-06
1.00048 -0.00051625 3.75558e-06
1.00048 -0.000520881 3.5498e-06
1.00049 -0.000525329 3.33836e-06
1.00049 -0.00052942 3.12158e-06
1.0005 -0.000533313 2.89938e-06
1.0005 -0.000536837 2.67208e-06
1.00051 -0.000540147 2.43964e-06
1.00051 -0.000543078 2.20241e-06
1.00052 -0.000545782 1.96039e-06
1.00052 -0.000548097 1.71394e-06
1.00053 -0.00055017 1.46308e-06
1.00053 -0.000551846 1.20823e-06
1.00054 -0.000553269 9.49431e-07
1.00054 -0.000554286 6.87114e-07
1.00055 -0.000555039 4.2137e-07
1.00055 -0.00055538 1.5265e-07
1.00056 -0.000555448 -1.18919e-07
1.00056 -0.000555099 -3.92862e-07
1.00057 -0.000554469 -6.69019e-07
1.00057 -0.000553418 -9.4689e-07
1.00058 -0.00055208 -1.22628e-06
1.00058 -0.00055032 -1.50668e-06
1.00059 -0.000548268 -1.78785e-06
1.00059 -0.000545795 -2.06926e-06
1.0006 -0.000543027 -2.35065e-06
1.0006 -0.000539839 -2.63146e-06
1.00061 -0.000536357 -2.91142e-06
1.00061 -0.00053246 -3.18995e-06
1.00062 -0.00052827 -3.46675e-06
1.00062 -0.00052367 -3.74124e-06
1.00062 -0.000518783 -4.01309e-06
1.00063 -0.000513495 -4.2817e-06
1.00063 -0.000507925 -4.54676e-06
1.00064 -0.000501965 -4.80764e-06
1.00064 -0.000495734 -5.06402e-06
1.00065 -0.000489124 -5.31529e-06
1.00065 -0.000482255 -5.56109e-06
1.00066 -0.000475023 -5.80084e-06
1.00066 -0.000467544 -6.03418e-06
1.00066 -0.000459721 -6.26053e-06
1.00067 -0.000451669 -6.47953e-06
1.00067 -0.000443291 -6.69062e-06
1.00067 -0.000434702 -6.89347e-06
1.00068 -0.000425811 -7.08751e-06
1.00068 -0.00041673 -7.27243e-06
1.00068 -0.00040737 -7.4477e-06
1.00069 -0.000397844 -7.61302e-06
1.00069 -0.000388065 -7.76789e-06
1.00069 -0.000378145 -7.91204e-06
1.00069 -0.000368001 -8.04501e-06
1.0007 -0.000357743 -8.16654e-06
1.0007 -0.00034729 -8.27624e-06
1.0007 -0.000336752 -8.37387e-06
1.0007 -0.000326051 -8.45908e-06
1.0007 -0.000315296 -8.53168e-06
1.0007 -0.00030441 -8.59137e-06
1.0007 -0.0002935 -8.63799e-06
1.00071 -0.000282494 -8.67131e-06
1.00071 -0.000271498 -8.69121e-06
1.00071 -0.00026044 -8.69752e-06
1.00071 -0.000249424 -8.69018e-06
1.00071 -0.000238382 -8.66905e-06
1.00071 -0.000227417 -8.63415e-06
1.00071 -0.00021646 -8.5854e-06
1.00071 -0.000205614 -8.52287e-06
1.00071 -0.000194812 -8.44654e-06
1.0007 -0.000184155 -8.35653e-06
1.0007 -0.000173578 -8.25291e-06
1.0007 -0.000163178 -8.13584e-06
1.0007 -0.000152893 -8.00545e-06
1.0007 -0.000142819 -7.86198e-06
1.0007 -0.000132891 -7.7056e-06
1.00069 -0.000123208 -7.53661e-06
1.00069 -0.000113703 -7.35527e-06
1.00069 -0.000104472 -7.16192e-06
1.00069 -9.54515e-05 -6.95688e-06
1.00069 -8.67337e-05 -6.74055e-06
1.00068 -7.82543e-05 -6.51332e-06
1.00068 -7.0105e-05 -6.27566e-06
1.00068 -6.22208e-05 -6.02799e-06
1.00067 -5.46912e-05 -5.77086e-06
1.00067 -4.74508e-05 -5.50477e-06
1.00067 -4.05873e-05 -5.2303e-06
1.00067 -3.40342e-05 -4.94802e-06
1.00066 -2.78771e-05 -4.6586e-06
1.00066 -2.20486e-05 -4.36267e-06
1.00066 -1.66321e-05 -4.06096e-06
1.00065 -1.15587e-05 -3.75418e-06
1.00065 -6.9096e-06 -3.44315e-06
1.00065 -2.61429e-06 -3.12869e-06
1.00064 1.24855e-06 -2.81169e-06
1.00064 4.75134e-06 -2.49309e-06
1.00064 7.81818e-06 -2.17391e-06
1.00063 1.05237e-05 -1.85523e-06
1.00063 1.27952e-05 -1.53824e-06
1.00063 1.471e-05 -1.22422e-06
1.00062 1.61988e-05 -9.14561e-07
1.00062 1.73423e-05 -6.10811e-07
1.00062 1.80754e-05 -3.14692e-07
1.00061 1.8483e-05 -2.81139e-08
1.00061 1.85049e-05 2.4675e-07
1.00061 1.82312e-05 5.07441e-07
1.00061 1.76081e-05 7.51123e-07
1.00061 1.67326e-05 9.74526e-07
1.0006 1.55592e-05 1.17382e-06
1.0006 1.41936e-05 1.3445e-06
1.0006 1.26014e-05 1.48124e-06
1.0006 1.09008e-05 1.5777e-06
1.0006 9.07165e-06 1.62635e-06
1.0006 7.2488e-06 1.61837e-06
1.0006 5.43082e-06 1.54367e-06
1.0006 3.77229e-06 1.39164e-06
1.0006 2.29066e-06 1.15341e-06
1.0006 1.1525e-06 8.28431e-07
1.0006 3.67555e-07 4.41844e-07
1.0006 4.76272e-08 8.39467e-08
1.00048 8.68205e-08 -6.11602e-07
1.00048 8.53748e-07 -1.57766e-06
1.00048 1.94083e-06 -2.21417e-06
1.00048 3.41654e-06 -2.51321e-06
1.00048 4.79125e-06 -2.51702e-06
1.00048 6.19029e-06 -2.28115e-06
1.00048 7.18256e-06 -1.85823e-06
1.00047 7.9498e-06 -1.29291e-06
1.00047 8.11302e-06 -6.21503e-07
1.00047 7.89846e-06 1.26959e-07
1.00047 6.96551e-06 9.29451e-07
1.00047 5.57119e-06 1.76769e-06
1.00047 3.40137e-06 2.62718e-06
1.00046 7.33358e-07 3.49638e-06
1.00046 -2.72901e-06 4.36611e-06
1.00046 -6.69539e-06 5.22905e-06
1.00046 -1.14497e-05 6.0794e-06
1.00045 -1.66934e-05 6.91253e-06
1.00045 -2.27021e-05 7.72482e-06
1.00045 -2.91725e-05 8.51341e-06
1.00045 -3.63741e-05 9.27615e-06
1.00044 -4.40015e-05 1.00114e-05
1.00044 -5.23198e-05 1.07179e-05
1.00044 -6.10231e-05 1.13948e-05
1.00044 -7.03732e-05 1.20417e-05
1.00044 -8.00649e-05 1.26583e-05
1.00043 -9.03575e-05 1.32444e-05
1.00043 -0.000100947 1.38002e-05
1.00043 -0.000112092 1.43259e-05
1.00043 -0.000123489 1.48219e-05
1.00042 -0.000135395 1.52887e-05
1.00042 -0.000147512 1.57267e-05
1.00042 -0.000160092 1.61366e-05
1.00042 -0.000172841 1.6519e-05
1.00042 -0.00018601 1.68744e-05
1.00042 -0.000199308 1.72037e-05
1.00042 -0.000212985 1.75074e-05
1.00041 -0.000226753 1.77863e-05
1.00041 -0.000240861 1.8041e-05
1.00041 -0.000255024 1.82722e-05
1.00041 -0.000269488 1.84806e-05
1.00041 -0.000283974 1.86667e-05
1.00041 -0.000298725 1.88312e-05
1.00041 -0.000313465 1.89747e-05
1.00041 -0.000328437 1.90977e-05
1.00041 -0.000343367 1.92007e-05
1.00041 -0.000358496 1.92842e-05
1.00041 -0.000373556 1.93487e-05
1.00041 -0.000388782 1.93946e-05
1.00041 -0.000403911 1.94223e-05
1.00041 -0.000419177 1.94321e-05
1.00041 -0.000434319 1.94243e-05
1.00041 -0.000449568 1.93994e-05
1.00041 -0.00046467 1.93573e-05
1.00041 -0.000479849 1.92986e-05
1.00041 -0.000494856 1.92232e-05
1.00041 -0.000509913 1.91314e-05
1.00041 -0.000524774 1.90233e-05
1.00041 -0.000539657 1.88991e-05
1.00041 -0.00055432 1.87587e-05
1.00042 -0.000568979 1.86023e-05
1.00042 -0.000583395 1.843e-05
1.00042 -0.000597779 1.82417e-05
1.00042 -0.000611897 1.80375e-05
1.00042 -0.000625956 1.78174e-05
1.00042 -0.000639727 1.75813e-05
1.00043 -0.000653412 1.73293e-05
1.00043 -0.000666785 1.70613e-05
1.00043 -0.000680045 1.67773e-05
1.00043 -0.000692972 1.64773e-05
1.00044 -0.000705758 1.61612e-05
1.00044 -0.000718187 1.5829e-05
1.00044 -0.000730448 1.54807e-05
1.00044 -0.00074233 1.51162e-05
1.00045 -0.000754016 1.47357e-05
1.00045 -0.000765301 1.4339e-05
1.00045 -0.000776363 1.39262e-05
1.00046 -0.000787 1.34973e-05
1.00046 -0.000797387 1.30524e-05
1.00046 -0.000807327 1.25916e-05
1.00047 -0.000816991 1.21149e-05
1.00047 -0.000826185 1.16225e-05
1.00047 -0.000835077 1.11146e-05
1.00048 -0.000843477 1.05912e-05
1.00048 -0.000851548 1.00526e-05
1.00049 -0.000859107 9.49908e-06
1.00049 -0.000866312 8.93084e-06
1.00049 -0.000872984 8.34818e-06
1.0005 -0.000879278 7.75146e-06
1.0005 -0.00088502 7.14101e-06
1.00051 -0.000890361 6.51726e-06
1.00051 -0.000895131 5.88062e-06
1.00052 -0.000899478 5.23161e-06
1.00052 -0.000903239 4.5707e-06
1.00053 -0.000906556 3.89848e-06
1.00053 -0.000909271 3.21551e-06
1.00054 -0.000911525 2.52245e-06
1.00054 -0.000913163 1.81994e-06
1.00055 -0.000914324 1.10873e-06
1.00055 -0.000914858 3.8954e-07
1.00056 -0.000914902 -3.36822e-07
1.00056 -0.000914309 -1.06955e-06
1.00056 -0.000913214 -1.80777e-06
1.00057 -0.000911477 -2.55058e-06
1.00057 -0.000909229 -3.29704e-06
1.00058 -0.000906335 -4.04619e-06
1.00058 -0.000902925 -4.79702e-06
1.00059 -0.000898869 -5.5485e-06
1.00059 -0.000894295 -6.29955e-06
1.0006 -0.000889077 -7.04909e-06
1.0006 -0.000883342 -7.79599e-06
1.00061 -0.000876968 -8.53912e-06
1.00061 -0.000870083 -9.27728e-06
1.00062 -0.000862569 -1.00093e-05
1.00062 -0.00085455 -1.0734e-05
1.00063 -0.000845917 -1.14502e-05
1.00063 -0.000836791 -1.21565e-05
1.00064 -0.000827066 -1.28518e-05
1.00064 -0.000816866 -1.35348e-05
1.00064 -0.000806087 -1.42043e-05
1.00065 -0.000794852 -1.4859e-05
1.00065 -0.000783062 -1.54977e-05
1.00066 -0.00077084 -1.6119e-05
1.00066 -0.000758093 -1.67219e-05
1.00066 -0.00074494 -1.7305e-05
1.00067 -0.000731292 -1.78672e-05
1.00067 -0.000717271 -1.84073e-05
1.00067 -0.00070279 -1.89241e-05
1.00068 -0.000687971 -1.94164e-05
1.00068 -0.000672731 -1.98833e-05
1.00068 -0.00065719 -2.03236e-05
1.00069 -0.00064127 -2.07362e-05
1.00069 -0.000625091 -2.11202e-05
1.00069 -0.000608579 -2.14747e-05
1.00069 -0.000591852 -2.17987e-05
1.00069 -0.000574839 -2.20914e-05
1.0007 -0.000557659 -2.2352e-05
1.0007 -0.000540243 -2.25797e-05
1.0007 -0.000522708 -2.2774e-05
1.0007 -0.000504991 -2.2934e-05
1.0007 -0.000487207 -2.30594e-05
1.0007 -0.000469294 -2.31496e-05
1.0007 -0.000451367 -2.32042e-05
1.0007 -0.000433366 -2.32228e-05
1.0007 -0.000415407 -2.32052e-05
1.0007 -0.00039743 -2.31512e-05
1.0007 -0.000379548 -2.30606e-05
1.0007 -0.000361706 -2.29334e-05
1.0007 -0.000344015 -2.27697e-05
1.0007 -0.00032642 -2.25695e-05
1.0007 -0.000309032 -2.2333e-05
1.0007 -0.000291795 -2.20606e-05
1.0007 -0.00027482 -2.17526e-05
1.0007 -0.000258051 -2.14093e-05
1.00069 -0.000241597 -2.10314e-05
1.00069 -0.000225403 -2.06195e-05
1.00069 -0.000209575 -2.01741e-05
1.00069 -0.000194059 -1.96961e-05
1.00069 -0.000178959 -1.91863e-05
1.00068 -0.000164219 -1.86457e-05
1.00068 -0.000149942 -1.80753e-05
1.00068 -0.000136072 -1.7476e-05
1.00068 -0.000122708 -1.68492e-05
1.00067 -0.000109792 -1.61961e-05
1.00067 -9.74231e-05 -1.5518e-05
1.00067 -8.5541e-05 -1.48164e-05
1.00067 -7.42405e-05 -1.40927e-05
1.00066 -6.3461e-05 -1.33485e-05
1.00066 -5.32939e-05 -1.25855e-05
1.00066 -4.36764e-05 -1.18056e-05
1.00065 -3.46966e-05 -1.10106e-05
1.00065 -2.62894e-05 -1.02025e-05
1.00065 -1.85392e-05 -9.38338e-06
1.00064 -1.13781e-05 -8.55554e-06
1.00064 -4.88656e-06 -7.72135e-06
1.00064 1.00668e-06 -6.88335e-06
1.00063 6.22547e-06 -6.04425e-06
1.00063 1.0845e-05 -5.20699e-06
1.00063 1.47938e-05 -4.37471e-06
1.00062 1.81519e-05 -3.55086e-06
1.00062 2.08535e-05 -2.73915e-06
1.00062 2.29837e-05 -1.9437e-06
1.00062 2.44837e-05 -1.16905e-06
1.00061 2.54452e-05 -4.20262e-07
1.00061 2.58171e-05 2.97009e-07
1.00061 2.56998e-05 9.76357e-07
1.00061 2.50517e-05 1.61051e-06
1.00061 2.39837e-05 2.19112e-06
1.0006 2.24667e-05 2.7086e-06
1.0006 2.06251e-05 3.15185e-06
1.0006 1.84453e-05 3.50796e-06
1.0006 1.60691e-05 3.76201e-06
1.0006 1.35026e-05 3.89678e-06
1.0006 1.09089e-05 3.89285e-06
1.0006 8.31697e-06 3.72912e-06
1.0006 5.9124e-06 3.38484e-06
1.0006 3.74352e-06 2.84461e-06
1.0006 2.0064e-06 2.11047e-06
1.0006 7.41816e-07 1.22941e-06
1.0006 1.13256e-07 3.40444e-07
1.00048 1.17111e-07 -1.09124e-06
1.00048 9.97289e-07 -2.68473e-06
1.00048 2.21672e-06 -3.66903e-06
1.00048 3.79198e-06 -4.08496e-06
1.00048 5.20154e-06 -4.0089e-06
1.00048 6.54647e-06 -3.52779e-06
1.00048 7.37302e-06 -2.72384e-06
1.00047 7.84268e-06 -1.66875e-06
1.00047 7.55735e-06 -4.22582e-07
1.00047 6.72735e-06 9.65335e-07
1.00047 4.998e-06 2.45485e-06
1.00047 2.61579e-06 4.01345e-06
1.00047 -7.42218e-07 5.61484e-06
1.00046 -4.80423e-06 7.23777e-06
1.00046 -9.87063e-06 8.86507e-06
1.00046 -1.56525e-05 1.04829e-05
1.00046 -2.24345e-05 1.20801e-05
1.00046 -2.99163e-05 1.36478e-05
1.00045 -3.83715e-05 1.51787e-05
1.00045 -4.7493e-05 1.66673e-05
1.00045 -5.75463e-05 1.81092e-05
1.00045 -6.82204e-05 1.9501e-05
1.00044 -7.97753e-05 2.08401e-05
1.00044 -9.18983e-05 2.21248e-05
1.00044 -0.000104845 2.33537e-05
1.00044 -0.000118304 2.45263e-05
1.00044 -0.000132526 2.56421e-05
1.00043 -0.000147202 2.67013e-05
1.00043 -0.00016258 2.7704e-05
1.00043 -0.000178353 2.86508e-05
1.00043 -0.000194768 2.95425e-05
1.00043 -0.000211519 3.038e-05
1.00042 -0.000228853 3.11641e-05
1.00042 -0.000246467 3.1896e-05
1.00042 -0.000264606 3.25769e-05
1.00042 -0.00028297 3.32079e-05
1.00042 -0.000301804 3.37903e-05
1.00042 -0.000320812 3.43252e-05
1.00042 -0.000340236 3.48139e-05
1.00041 -0.000359785 3.52576e-05
1.00041 -0.000379698 3.56576e-05
1.00041 -0.000399689 3.60148e-05
1.00041 -0.000419996 3.63306e-05
1.00041 -0.000440337 3.66058e-05
1.00041 -0.000460947 3.68416e-05
1.00041 -0.000481548 3.70389e-05
1.00041 -0.000502374 3.71987e-05
1.00041 -0.000523151 3.73217e-05
1.00041 -0.000544109 3.74087e-05
1.00041 -0.000564981 3.74605e-05
1.00041 -0.000585992 3.74777e-05
1.00041 -0.000606879 3.7461e-05
1.00041 -0.000627867 3.74109e-05
1.00041 -0.000648694 3.73278e-05
1.00041 -0.000669583 3.72122e-05
1.00041 -0.000690277 3.70644e-05
1.00041 -0.000710994 3.68848e-05
1.00042 -0.000731483 3.66737e-05
1.00042 -0.000751957 3.64312e-05
1.00042 -0.00077217 3.61576e-05
1.00042 -0.000792331 3.58529e-05
1.00042 -0.000812198 3.55174e-05
1.00042 -0.000831976 3.5151e-05
1.00042 -0.000851427 3.47538e-05
