200 200
1.00046 2.11805e-08 -5.59905e-09
1.00046 2.92666e-07 -6.00111e-08
1.00046 5.81284e-07 -1.11694e-07
1.00046 1.1266e-06 -1.40674e-07
1.00046 1.56649e-06 -1.46857e-07
1.00046 2.13987e-06 -1.35111e-07
1.00046 2.50906e-06 -1.10145e-07
1.00045 2.93769e-06 -7.58495e-08
1.00045 3.10886e-06 -3.49608e-08
1.00045 3.30134e-06 1.02979e-08
1.00045 3.21049e-06 5.85146e-08
1.00045 3.12327e-06 1.08372e-07
1.00045 2.74239e-06 1.59171e-07
1.00044 2.35915e-06 2.10056e-07
1.00044 1.68098e-06 2.60729e-07
1.00044 1.0013e-06 3.1057e-07
1.00044 3.08695e-08 3.59526e-07
1.00043 -9.36146e-07 4.07101e-07
1.00043 -2.18643e-06 4.53403e-07
1.00043 -3.42598e-06 4.97999e-07
1.00042 -4.93933e-06 5.41111e-07
1.00042 -6.43327e-06 5.82333e-07
1.00042 -8.19041e-06 6.21976e-07
1.00042 -9.91879e-06 6.59639e-07
1.00041 -1.18992e-05 6.95702e-07
1.00041 -1.38413e-05 7.29757e-07
1.00041 -1.60241e-05 7.62242e-07
1.00041 -1.81591e-05 7.92731e-07
1.00041 -2.05234e-05 8.21713e-07
1.0004 -2.28309e-05 8.48739e-07
1.0004 -2.53566e-05 8.74343e-07
1.0004 -2.78167e-05 8.98047e-07
1.0004 -3.04842e-05 9.20426e-07
1.0004 -3.3078e-05 9.4097e-07
1.00039 -3.58688e-05 9.60292e-07
1.00039 -3.85783e-05 9.7785e-07
1.00039 -4.14748e-05 9.94291e-07
1.00039 -4.4283e-05 1.00904e-06
1.00039 -4.72686e-05 1.02277e-06
1.00039 -5.01594e-05 1.03487e-06
1.00039 -5.32184e-05 1.04606e-06
1.00039 -5.61768e-05 1.05568e-06
1.00039 -5.92946e-05 1.06447e-06
1.00039 -6.23064e-05 1.07176e-06
1.00039 -6.5469e-05 1.0783e-06
1.00039 -6.85208e-05 1.08339e-06
1.00039 -7.17153e-05 1.0878e-06
1.00039 -7.47944e-05 1.0908e-06
1.00039 -7.80083e-05 1.0932e-06
1.00039 -8.11026e-05 1.09421e-06
1.00039 -8.43241e-05 1.09467e-06
1.00039 -8.74222e-05 1.09378e-06
1.00039 -9.06399e-05 1.09238e-06
1.00039 -9.37307e-05 1.08965e-06
1.00039 -9.69336e-05 1.08645e-06
1.00039 -0.000100006 1.08193e-06
1.00039 -0.000103184 1.07696e-06
1.00039 -0.000106228 1.07069e-06
1.00039 -0.00010937 1.064e-06
1.0004 -0.000112375 1.05599e-06
1.0004 -0.00011547 1.04758e-06
1.0004 -0.000118426 1.03786e-06
1.0004 -0.000121465 1.02775e-06
