200 200
1.00033 -0.0171034 0.000357793
1.00034 -0.0171528 9.42756e-05
1.00034 -0.0171953 -0.00017138
1.00034 -0.0172311 -0.00043896
1.00035 -0.0172598 -0.000708238
1.00035 -0.0172815 -0.000978982
1.00036 -0.0172959 -0.00125095
1.00036 -0.0173031 -0.00152389
1.00037 -0.0173028 -0.00179755
1.00037 -0.017295 -0.00207165
1.00038 -0.0172796 -0.00234593
1.00038 -0.0172565 -0.00262009
1.00039 -0.0172255 -0.00289385
1.00039 -0.0171867 -0.0031669
1.0004 -0.0171399 -0.00343894
1.0004 -0.0170851 -0.00370965
1.00041 -0.0170221 -0.00397871
1.00041 -0.016951 -0.00424579
1.00042 -0.0168717 -0.00451055
1.00043 -0.0167842 -0.00477265
1.00043 -0.0166884 -0.00503175
1.00044 -0.0165843 -0.00528748
1.00044 -0.0164718 -0.00553951
1.00045 -0.016351 -0.00578745
1.00046 -0.0162219 -0.00603096
1.00046 -0.0160846 -0.00626966
1.00047 -0.0159389 -0.00650317
1.00047 -0.015785 -0.00673115
1.00048 -0.0156229 -0.0069532
1.00049 -0.0154527 -0.00716896
1.00049 -0.0152745 -0.00737805
1.0005 -0.0150883 -0.00758012
1.0005 -0.0148942 -0.0077748
1.00051 -0.0146925 -0.00796173
1.00051 -0.0144831 -0.00814054
1.00052 -0.0142664 -0.00831089
1.00052 -0.0140423 -0.00847244
1.00053 -0.0138112 -0.00862485
1.00053 -0.0135731 -0.00876781
1.00054 -0.0133283 -0.00890098
1.00054 -0.0130771 -0.00902407
1.00055 -0.0128196 -0.0091368
1.00055 -0.0125562 -0.00923888
1.00056 -0.0122871 -0.00933005
1.00056 -0.0120125 -0.00941006
1.00056 -0.0117329 -0.0094787
1.00057 -0.0114484 -0.00953575
1.00057 -0.0111595 -0.00958103
1.00057 -0.0108665 -0.00961436
1.00057 -0.0105697 -0.00963561
1.00057 -0.0102695 -0.00964464
1.00058 -0.00996642 -0.00964137
1.00058 -0.00966064 -0.00962571
1.00058 -0.00935273 -0.00959762
1.00058 -0.00904299 -0.00955708
1.00058 -0.00873196 -0.0095041
1.00058 -0.00841998 -0.00943871
1.00058 -0.00810758 -0.00936098
1.00058 -0.00779513 -0.00927099
1.00058 -0.00748316 -0.00916888
1.00058 -0.00717207 -0.00905479
1.00057 -0.00686238 -0.0089289
1.00057 -0.00655449 -0.00879144
1.00057 -0.00624895 -0.00864264
1.00057 -0.00594614 -0.00848279
1.00057 -0.00564661 -0.00831217
1.00056 -0.00535073 -0.00813113
1.00056 -0.00505905 -0.00794004
1.00055 -0.00477193 -0.00773928
1.00055 -0.00448991 -0.00752927
1.00055 -0.00421334 -0.00731047
1.00054 -0.00394273 -0.00708335
1.00054 -0.0036784 -0.00684841
1.00053 -0.00342086 -0.00660619
1.00053 -0.0031704 -0.00635722
1.00052 -0.00292749 -0.0061021
1.00052 -0.00269241 -0.0058414
1.00051 -0.00246559 -0.00557576
1.0005 -0.00224727 -0.00530581
1.0005 -0.00203785 -0.00503221
1.00049 -0.00183753 -0.00475562
1.00049 -0.00164668 -0.00447673
1.00048 -0.00146546 -0.00419625
1.00047 -0.00129418 -0.00391489
1.00047 -0.00113297 -0.00363337
1.00046 -0.000982113 -0.00335244
1.00045 -0.000841673 -0.00307283
1.00045 -0.000711886 -0.0027953
1.00044 -0.000592783 -0.0025206
1.00043 -0.000484549 -0.00224949
1.00043 -0.000387168 -0.00198274
1.00042 -0.000300779 -0.00172111
1.00041 -0.000225317 -0.00146537
1.00041 -0.000160877 -0.00121628
1.0004 -0.000107347 -0.000974593
1.00039 -6.4774e-05 -0.000741071
1.00039 -3.29997e-05 -0.000516462
1.00038 -1.20265e-05 -0.000301505
1.00037 -1.65026e-06 -9.69129e-05
1.00049 -2.23474e-06 0.000199338
1.00049 -1.51322e-05 0.000588841
1.00048 -4.0955e-05 0.000968787
1.00047 -7.86274e-05 0.00133899
1.00046 -0.000128184 0.00169927
1.00046 -0.000188575 0.00204953
1.00045 -0.000259861 0.00238964
1.00045 -0.000341019 0.00271956
1.00044 -0.000432135 0.00303924
1.00044 -0.000532216 0.00334866
1.00043 -0.000641373 0.00364782
1.00043 -0.000758641 0.00393675
1.00042 -0.000884156 0.00421548
1.00042 -0.00101698 0.00448408
1.00041 -0.00115728 0.00474262
1.00041 -0.00130414 0.00499119
1.0004 -0.00145775 0.00522987
1.0004 -0.00161723 0.00545878
1.0004 -0.00178278 0.00567803
1.00039 -0.00195355 0.00588774
1.00039 -0.00212976 0.00608806
1.00039 -0.0023106 0.0062791
1.00038 -0.00249629 0.00646102
1.00038 -0.00268605 0.00663396
1.00038 -0.00288013 0.00679806
1.00038 -0.00307775 0.00695348
1.00037 -0.0032792 0.00710036
1.00037 -0.00348371 0.00723886
1.00037 -0.00369158 0.00736913
1.00037 -0.00390207 0.00749131
1.00036 -0.00411549 0.00760557
1.00036 -0.00433112 0.00771203
1.00036 -0.00454927 0.00781085
1.00036 -0.00476926 0.00790216
1.00036 -0.0049914 0.00798611
1.00035 -0.00521502 0.00806282
1.00035 -0.00544044 0.00813242
1.00035 -0.00566701 0.00819504
1.00035 -0.00589505 0.0082508
1.00035 -0.00612394 0.0082998
1.00034 -0.00635399 0.00834216
1.00034 -0.00658459 0.00837798
1.00034 -0.00681607 0.00840736
1.00034 -0.00704783 0.00843039
1.00034 -0.00728018 0.00844716
1.00033 -0.00751256 0.00845775
1.00033 -0.00774527 0.00846224
1.00033 -0.00797775 0.00846069
1.00033 -0.00821031 0.00845317
1.00033 -0.00844241 0.00843974
1.00032 -0.00867434 0.00842047
1.00032 -0.00890558 0.00839539
1.00032 -0.00913641 0.00836455
1.00032 -0.00936633 0.008328
1.00032 -0.0095956 0.00828578
1.00032 -0.00982375 0.00823792
1.00031 -0.010051 0.00818445
1.00031 -0.010277 0.00812539
1.00031 -0.0105018 0.00806078
1.00031 -0.010725 0.00799063
1.00031 -0.010947 0.00791497
1.0003 -0.0111672 0.00783382
1.0003 -0.0113858 0.00774718
1.0003 -0.0116024 0.00765508
1.0003 -0.0118173 0.00755752
1.0003 -0.0120299 0.00745453
1.0003 -0.0122406 0.00734612
1.0003 -0.0124489 0.0072323
1.0003 -0.0126549 0.00711308
1.00029 -0.0128583 0.00698849
1.00029 -0.0130592 0.00685853
1.00029 -0.0132573 0.00672322
1.00029 -0.0134526 0.00658259
1.00029 -0.013645 0.00643665
1.00029 -0.0138343 0.00628543
1.00029 -0.0140204 0.00612896
1.00029 -0.0142033 0.00596727
1.00029 -0.0143826 0.00580038
1.00029 -0.0145586 0.00562834
1.00029 -0.0147307 0.00545119
1.00029 -0.0148992 0.00526897
1.00029 -0.0150637 0.00508173
1.00029 -0.0152243 0.00488953
1.00029 -0.0153806 0.00469243
1.00029 -0.0155327 0.00449049
1.00029 -0.0156804 0.00428379
1.00029 -0.0158235 0.0040724
1.00029 -0.015962 0.00385641
1.00029 -0.0160957 0.0036359
1.00029 -0.0162244 0.00341097
1.00029 -0.0163482 0.00318173
1.0003 -0.0164666 0.00294828
1.0003 -0.0165799 0.00271074
1.0003 -0.0166876 0.00246924
1.0003 -0.0167898 0.00222392
1.0003 -0.0168862 0.0019749
1.00031 -0.0169768 0.00172234
1.00031 -0.0170614 0.0014664
1.00031 -0.0171399 0.00120724
1.00031 -0.0172121 0.000945036
1.00032 -0.017278 0.000679969
1.00032 -0.0173373 0.000412232
1.00032 -0.0173901 0.000142022
1.00033 -0.017436 -0.00013045
1.00033 -0.0174751 -0.000404967
1.00034 -0.0175071 -0.000681303
1.00034 -0.0175321 -0.000959221
1.00034 -0.0175497 -0.00123848
1.00035 -0.0175601 -0.00151882
1.00035 -0.0175629 -0.00179998
1.00036 -0.0175582 -0.0020817
1.00036 -0.0175457 -0.00236368
1.00037 -0.0175255 -0.00264565
1.00037 -0.0174974 -0.0029273
1.00038 -0.0174613 -0.00320833
1.00038 -0.0174171 -0.00348842
1.00039 -0.0173649 -0.00376726
1.0004 -0.0173043 -0.0040445
1.0004 -0.0172356 -0.00431983
1.00041 -0.0171585 -0.00459289
1.00041 -0.017073 -0.00486333
1.00042 -0.0169791 -0.00513079
1.00043 -0.0168767 -0.00539493
1.00043 -0.0167659 -0.00565536
1.00044 -0.0166466 -0.00591171
1.00044 -0.0165188 -0.00616362
1.00045 -0.0163825 -0.00641071
1.00046 -0.0162378 -0.00665258
1.00046 -0.0160846 -0.00688886
1.00047 -0.015923 -0.00711917
1.00048 -0.0157532 -0.00734312
1.00048 -0.0155751 -0.00756033
1.00049 -0.0153888 -0.00777041
1.00049 -0.0151944 -0.00797299
1.0005 -0.0149921 -0.00816769
1.0005 -0.014782 -0.00835415
1.00051 -0.0145642 -0.00853199
1.00052 -0.0143388 -0.00870086
1.00052 -0.0141062 -0.0088604
1.00053 -0.0138663 -0.00901029
1.00053 -0.0136196 -0.00915018
1.00054 -0.0133661 -0.00927975
1.00054 -0.0131061 -0.00939871
1.00054 -0.0128399 -0.00950676
1.00055 -0.0125677 -0.00960362
1.00055 -0.0122899 -0.00968903
1.00056 -0.0120067 -0.00976276
1.00056 -0.0117184 -0.00982457
1.00056 -0.0114255 -0.00987426
1.00057 -0.0111281 -0.00991165
1.00057 -0.0108268 -0.00993659
1.00057 -0.0105219 -0.00994893
1.00057 -0.0102138 -0.00994857
1.00057 -0.00990278 -0.00993542
1.00057 -0.00958943 -0.00990942
1.00058 -0.00927406 -0.00987054
1.00058 -0.0089572 -0.00981878
1.00058 -0.0086392 -0.00975417
1.00058 -0.00832061 -0.00967676
1.00058 -0.00800181 -0.00958663
1.00057 -0.00768335 -0.00948391
1.00057 -0.00736562 -0.00936875
1.00057 -0.00704919 -0.00924132
1.00057 -0.00673444 -0.00910184
1.00057 -0.00642195 -0.00895054
1.00057 -0.00611212 -0.00878772
1.00056 -0.00580551 -0.00861366
1.00056 -0.00550251 -0.00842871
1.00056 -0.00520368 -0.00823324
1.00055 -0.00490941 -0.00802765
1.00055 -0.00462025 -0.00781236
1.00054 -0.00433656 -0.00758784
1.00054 -0.00405888 -0.00735456
1.00053 -0.00378755 -0.00711305
1.00053 -0.00352309 -0.00686384
1.00052 -0.00326581 -0.00660751
1.00052 -0.0030162 -0.00634463
1.00051 -0.00277454 -0.00607582
1.00051 -0.0025413 -0.00580171
1.0005 -0.00231673 -0.00552297
1.0005 -0.00210124 -0.00524026
1.00049 -0.00189506 -0.00495428
1.00048 -0.00169856 -0.00466573
1.00048 -0.00151191 -0.00437534
1.00047 -0.00133545 -0.00408384
1.00046 -0.00116932 -0.00379199
1.00046 -0.00101381 -0.00350053
1.00045 -0.000868998 -0.00321023
1.00044 -0.000735134 -0.00292188
1.00044 -0.000612254 -0.00263624
1.00043 -0.000500558 -0.00235411
1.00042 -0.000400034 -0.00207627
1.00041 -0.000310833 -0.00180351
1.00041 -0.000232894 -0.00153662
1.0004 -0.000166321 -0.00127639
1.00039 -0.000111003 -0.00102359
1.00039 -6.69954e-05 -0.000779009
1.00038 -3.41414e-05 -0.000543417
1.00037 -1.24476e-05 -0.000317576
1.00037 -1.71007e-06 -0.000102224
1.00049 -2.25876e-06 0.000206098
1.00048 -1.52872e-05 0.000608586
1.00047 -4.13701e-05 0.00100098
1.00047 -7.94179e-05 0.0013831
1.00046 -0.000129467 0.00175481
1.00045 -0.000190454 0.00211598
1.00045 -0.000262441 0.00246653
1.00044 -0.000344393 0.00280641
1.00043 -0.000436399 0.00313559
1.00043 -0.000537451 0.00345407
1.00042 -0.000647665 0.00376186
1.00042 -0.000766062 0.00405901
1.00041 -0.000892783 0.00434555
1.00041 -0.00102688 0.00462158
1.00041 -0.00116851 0.00488717
1.0004 -0.00131677 0.00514242
1.0004 -0.00147183 0.00538743
1.00039 -0.00163281 0.00562233
1.00039 -0.00179991 0.00584725
1.00039 -0.00197227 0.00606232
1.00038 -0.00215013 0.00626768
1.00038 -0.00233264 0.00646349
1.00038 -0.00252005 0.00664988
1.00037 -0.00271156 0.00682703
1.00037 -0.00290742 0.00699508
1.00037 -0.00310686 0.00715419
1.00037 -0.00331014 0.00730453
1.00036 -0.00351652 0.00744625
1.00036 -0.00372628 0.00757952
1.00036 -0.00393868 0.00770449
1.00036 -0.00415403 0.00782132
1.00035 -0.00437162 0.00793016
1.00035 -0.00459174 0.00803117
1.00035 -0.00481372 0.00812448
1.00035 -0.00503786 0.00821025
1.00035 -0.0052635 0.0082886
1.00034 -0.00549095 0.00835969
1.00034 -0.00571957 0.00842363
1.00034 -0.00594968 0.00848054
1.00034 -0.00618064 0.00853056
1.00034 -0.00641278 0.00857378
1.00033 -0.0066455 0.00861032
1.00033 -0.00687909 0.00864028
1.00033 -0.00711298 0.00866376
1.00033 -0.00734748 0.00868084
1.00033 -0.00758202 0.00869162
1.00032 -0.0078169 0.00869616
1.00032 -0.00805158 0.00869454
1.00032 -0.00828634 0.00868684
1.00032 -0.00852067 0.0086731
1.00032 -0.00875483 0.0086534
1.00031 -0.00898833 0.00862778
1.00031 -0.00922144 0.00859629
1.00031 -0.00945365 0.00855898
1.00031 -0.00968524 0.00851587
1.00031 -0.00991573 0.00846702
1.0003 -0.0101454 0.00841244
1.0003 -0.0103737 0.00835218
1.0003 -0.0106009 0.00828625
1.0003 -0.0108266 0.00821467
1.0003 -0.011051 0.00813747
1.00029 -0.0112736 0.00805466
1.00029 -0.0114948 0.00796627
1.00029 -0.0117139 0.0078723
1.00029 -0.0119314 0.00777277
1.00029 -0.0121466 0.0076677
1.00029 -0.0123599 0.00755709
1.00029 -0.0125708 0.00744096
1.00028 -0.0127795 0.00731933
1.00028 -0.0129856 0.0071922
1.00028 -0.0131893 0.0070596
1.00028 -0.0133902 0.00692154
1.00028 -0.0135884 0.00677803
1.00028 -0.0137835 0.00662911
1.00028 -0.0139758 0.00647478
1.00028 -0.0141648 0.00631509
1.00028 -0.0143507 0.00615005
1.00028 -0.014533 0.00597971
1.00028 -0.014712 0.00580408
1.00027 -0.0148872 0.00562323
1.00027 -0.0150588 0.00543718
1.00027 -0.0152265 0.00524599
1.00027 -0.0153902 0.00504972
1.00027 -0.0155497 0.00484842
1.00028 -0.0157051 0.00464215
1.00028 -0.015856 0.00443099
1.00028 -0.0160025 0.00421502
1.00028 -0.0161442 0.0039943
1.00028 -0.0162813 0.00376895
1.00028 -0.0164134 0.00353904
1.00028 -0.0165406 0.00330468
1.00028 -0.0166625 0.00306599
1.00028 -0.0167792 0.00282307
1.00029 -0.0168903 0.00257606
1.00029 -0.016996 0.00232508
1.00029 -0.0170959 0.00207028
1.00029 -0.01719 0.00181181
1.00029 -0.0172781 0.00154982
1.0003 -0.0173602 0.00128447
1.0003 -0.0174359 0.00101595
1.0003 -0.0175053 0.000744437
1.00031 -0.0175681 0.000470118
1.00031 -0.0176243 0.000193197
1.00031 -0.0176737 -8.61145e-05
1.00032 -0.0177163 -0.000367598
1.00032 -0.0177517 -0.000651026
1.00033 -0.01778 -0.000936158
1.00033 -0.017801 -0.00122275
1.00033 -0.0178147 -0.00151054
1.00034 -0.0178207 -0.00179927
1.00034 -0.0178192 -0.00208866
1.00035 -0.0178098 -0.00237842
1.00035 -0.0177926 -0.00266827
1.00036 -0.0177675 -0.00295789
1.00037 -0.0177343 -0.00324699
1.00037 -0.0176929 -0.00353523
1.00038 -0.0176433 -0.0038223
1.00038 -0.0175854 -0.00410785
1.00039 -0.0175191 -0.00439154
1.00039 -0.0174443 -0.00467302
1.0004 -0.0173611 -0.00495193
1.00041 -0.0172692 -0.00522792
1.00041 -0.0171689 -0.00550059
1.00042 -0.0170598 -0.00576959
1.00043 -0.0169421 -0.00603452
1.00043 -0.0168157 -0.006295
1.00044 -0.0166808 -0.00655065
1.00045 -0.0165371 -0.00680107
1.00045 -0.0163849 -0.00704586
1.00046 -0.016224 -0.00728462
1.00046 -0.0160547 -0.00751697
1.00047 -0.0158768 -0.0077425
1.00048 -0.0156906 -0.00796082
1.00048 -0.0154961 -0.00817153
1.00049 -0.0152934 -0.00837425
1.0005 -0.0150826 -0.00856858
1.0005 -0.014864 -0.00875415
1.00051 -0.0146375 -0.00893059
1.00051 -0.0144035 -0.00909752
1.00052 -0.014162 -0.00925459
1.00052 -0.0139134 -0.00940145
1.00053 -0.0136578 -0.00953777
1.00053 -0.0133954 -0.00966322
1.00054 -0.0131265 -0.0097775
1.00054 -0.0128514 -0.00988031
1.00055 -0.0125704 -0.00997138
1.00055 -0.0122838 -0.0100504
1.00055 -0.0119918 -0.0101173
1.00056 -0.0116949 -0.0101716
1.00056 -0.0113933 -0.0102133
1.00056 -0.0110876 -0.0102422
1.00057 -0.0107779 -0.0102581
1.00057 -0.0104648 -0.0102609
1.00057 -0.0101487 -0.0102504
1.00057 -0.00982991 -0.0102267
1.00057 -0.00950891 -0.0101897
1.00057 -0.00918623 -0.0101394
1.00057 -0.00886221 -0.0100757
1.00057 -0.00853743 -0.00999882
1.00057 -0.00821226 -0.00990871
1.00057 -0.00788727 -0.00980554
1.00057 -0.00756287 -0.00968943
1.00057 -0.00723963 -0.00956057
1.00057 -0.00691797 -0.00941917
1.00057 -0.00659847 -0.00926547
1.00056 -0.00628153 -0.00909974
1.00056 -0.00596776 -0.00892229
1.00056 -0.00565755 -0.00873347
1.00055 -0.00535148 -0.00853365
1.00055 -0.00504995 -0.00832322
1.00055 -0.00475354 -0.00810264
1.00054 -0.00446262 -0.00787236
1.00054 -0.00417775 -0.00763288
1.00053 -0.00389929 -0.00738472
1.00053 -0.00362778 -0.00712845
1.00052 -0.00336354 -0.00686463
1.00052 -0.00310709 -0.00659387
1.00051 -0.00285873 -0.0063168
1.0005 -0.00261894 -0.00603407
1.0005 -0.00238797 -0.00574636
1.00049 -0.00216628 -0.00545436
1.00049 -0.0019541 -0.00515878
1.00048 -0.00175181 -0.00486034
1.00047 -0.00155961 -0.0045598
1.00047 -0.00137785 -0.00425792
1.00046 -0.00120667 -0.00395545
1.00045 -0.00104639 -0.00365319
1.00044 -0.00089709 -0.00335192
1.00044 -0.00075904 -0.00305244
1.00043 -0.000632283 -0.00275556
1.00042 -0.00051703 -0.00246208
1.00042 -0.000413277 -0.00217283
1.00041 -0.000321184 -0.0018886
1.0004 -0.000240697 -0.00161022
1.00039 -0.000171928 -0.00133849
1.00039 -0.00011477 -0.00107422
1.00038 -6.92852e-05 -0.000818223
1.00037 -3.53185e-05 -0.000571286
1.00037 -1.2882e-05 -0.000334197
1.00036 -1.77179e-06 -0.000107718
1.00048 -2.28181e-06 0.000212924
1.00047 -1.54354e-05 0.000628524
1.00047 -4.17672e-05 0.00103349
1.00046 -8.01741e-05 0.00142765
1.00045 -0.000130695 0.00181088
1.00045 -0.000192252 0.00218306
1.00044 -0.000264911 0.00254414
1.00043 -0.000347624 0.00289408
1.00043 -0.000440481 0.00323285
1.00042 -0.000542464 0.00356048
1.00042 -0.00065369 0.00387698
1.00041 -0.00077317 0.00418241
1.00041 -0.000901046 0.00447684
1.0004 -0.00103636 0.00476036
1.0004 -0.00117928 0.00503305
1.00039 -0.00132887 0.00529504
1.00039 -0.00148532 0.00554644
1.00039 -0.00164774 0.00578739
1.00038 -0.00181634 0.00601802
1.00038 -0.00199023 0.00623849
1.00038 -0.00216967 0.00644894
1.00037 -0.00235379 0.00664954
1.00037 -0.00254285 0.00684045
1.00037 -0.00273604 0.00702184
1.00036 -0.00293362 0.00719386
1.00036 -0.0031348 0.0073567
1.00036 -0.00333986 0.00751052
1.00036 -0.00354803 0.00765549
1.00035 -0.00375961 0.00779178
1.00035 -0.00397385 0.00791956
1.00035 -0.00419106 0.00803899
1.00035 -0.00441053 0.00815023
1.00034 -0.00463255 0.00825343
1.00034 -0.00485644 0.00834876
1.00034 -0.00508252 0.00843637
1.00034 -0.00531011 0.00851639
1.00034 -0.00553952 0.00858896
1.00033 -0.00577012 0.00865424
1.00033 -0.00600222 0.00871233
1.00033 -0.00623519 0.00876337
1.00033 -0.00646936 0.00880747
1.00032 -0.0067041 0.00884474
1.00032 -0.00693975 0.0088753
1.00032 -0.0071757 0.00889924
1.00032 -0.00741228 0.00891665
1.00032 -0.00764891 0.00892762
1.00031 -0.0078859 0.00893223
1.00031 -0.0081227 0.00893057
1.00031 -0.00835961 0.00892269
1.00031 -0.00859609 0.00890867
1.00031 -0.00883244 0.00888856
1.0003 -0.00906813 0.00886241
1.0003 -0.00930345 0.00883029
1.0003 -0.0095379 0.00879222
1.0003 -0.00977174 0.00874826
1.0003 -0.0100045 0.00869844
1.00029 -0.0102364 0.00864279
1.00029 -0.0104671 0.00858133
1.00029 -0.0106966 0.0085141
1.00029 -0.0109247 0.00844112
1.00029 -0.0111515 0.00836241
1.00028 -0.0113766 0.00827798
1.00028 -0.0116002 0.00818786
1.00028 -0.0118218 0.00809206
1.00028 -0.0120418 0.00799058
1.00028 -0.0122596 0.00788345
1.00028 -0.0124754 0.00777068
1.00027 -0.012689 0.00765228
1.00027 -0.0129003 0.00752826
1.00027 -0.0131091 0.00739864
1.00027 -0.0133155 0.00726343
1.00027 -0.0135191 0.00712264
1.00027 -0.0137201 0.0069763
1.00027 -0.0139181 0.00682443
1.00027 -0.0141133 0.00666704
1.00026 -0.0143052 0.00650416
1.00026 -0.014494 0.00633582
1.00026 -0.0146793 0.00616205
1.00026 -0.0148613 0.00598288
1.00026 -0.0150396 0.00579836
1.00026 -0.0152143 0.00560852
1.00026 -0.0153851 0.00541342
1.00026 -0.015552 0.00521311
1.00026 -0.0157147 0.00500764
1.00026 -0.0158733 0.00479707
1.00026 -0.0160275 0.00458149
1.00026 -0.0161773 0.00436096
1.00026 -0.0163224 0.00413556
1.00026 -0.0164629 0.00390538
1.00027 -0.0165984 0.00367052
1.00027 -0.016729 0.00343108
1.00027 -0.0168544 0.00318716
1.00027 -0.0169745 0.00293888
1.00027 -0.0170892 0.00268638
1.00027 -0.0171984 0.00242977
1.00028 -0.0173019 0.0021692
1.00028 -0.0173996 0.00190482
1.00028 -0.0174912 0.00163678
1.00028 -0.0175768 0.00136526
1.00029 -0.0176561 0.00109042
1.00029 -0.0177291 0.000812444
1.00029 -0.0177955 0.000531535
1.0003 -0.0178553 0.000247888
1.0003 -0.0179082 -3.82823e-05
1.0003 -0.0179543 -0.000326757
1.00031 -0.0179933 -0.000617305
1.00031 -0.0180251 -0.000909686
1.00032 -0.0180495 -0.00120365
1.00032 -0.0180665 -0.00149894
1.00033 -0.0180759 -0.00179528
1.00033 -0.0180777 -0.0020924
1.00034 -0.0180716 -0.00239001
1.00034 -0.0180576 -0.00268781
1.00035 -0.0180355 -0.00298549
1.00035 -0.0180054 -0.00328274
1.00036 -0.0179669 -0.00357923
1.00036 -0.0179202 -0.00387463
1.00037 -0.017865 -0.00416859
1.00038 -0.0178013 -0.00446076
1.00038 -0.017729 -0.00475079
1.00039 -0.0176482 -0.00503831
1.00039 -0.0175586 -0.00532294
1.0004 -0.0174603 -0.00560431
1.00041 -0.0173532 -0.00588203
1.00041 -0.0172373 -0.0061557
1.00042 -0.0171126 -0.00642493
1.00043 -0.0169791 -0.00668932
1.00043 -0.0168367 -0.00694847
1.00044 -0.0166855 -0.00720196
1.00045 -0.0165255 -0.00744939
1.00045 -0.0163569 -0.00769034
1.00046 -0.0161795 -0.00792441
1.00047 -0.0159935 -0.00815119
1.00047 -0.015799 -0.00837026
1.00048 -0.0155961 -0.00858122
1.00049 -0.0153849 -0.00878368
1.00049 -0.0151656 -0.00897722
1.0005 -0.0149381 -0.00916147
1.0005 -0.0147029 -0.00933604
1.00051 -0.01446 -0.00950056
1.00052 -0.0142096 -0.00965465
1.00052 -0.013952 -0.00979798
1.00053 -0.0136874 -0.00993019
1.00053 -0.013416 -0.010051
1.00054 -0.0131381 -0.01016
1.00054 -0.012854 -0.010257
1.00054 -0.012564 -0.0103416
1.00055 -0.0122684 -0.0104137
1.00055 -0.0119677 -0.010473
1.00055 -0.011662 -0.0105193
1.00056 -0.0113518 -0.0105524
1.00056 -0.0110375 -0.010572
1.00056 -0.0107195 -0.0105782
1.00056 -0.0103982 -0.0105707
1.00057 -0.0100741 -0.0105496
1.00057 -0.00974753 -0.0105146
1.00057 -0.00941904 -0.0104659
1.00057 -0.00908901 -0.0104034
1.00057 -0.00875802 -0.0103272
1.00057 -0.00842646 -0.0102373
1.00057 -0.00809492 -0.0101338
1.00057 -0.00776381 -0.0100169
1.00057 -0.00743373 -0.00988672
1.00056 -0.0071051 -0.00974351
1.00056 -0.00677852 -0.00958749
1.00056 -0.00645442 -0.00941894
1.00056 -0.0061334 -0.00923817
1.00055 -0.00581588 -0.00904552
1.00055 -0.00550248 -0.00884136
1.00055 -0.00519359 -0.00862612
1.00054 -0.00488982 -0.00840022
1.00054 -0.00459155 -0.00816416
1.00053 -0.00429937 -0.00791842
1.00053 -0.00401366 -0.00766355
1.00052 -0.00373497 -0.00740012
1.00052 -0.00346364 -0.00712871
1.00051 -0.00320022 -0.00684995
1.00051 -0.00294502 -0.00656449
1.0005 -0.00269853 -0.00627298
1.0005 -0.00246104 -0.00597612
1.00049 -0.00223301 -0.00567463
1.00048 -0.00201468 -0.00536924
1.00048 -0.00180647 -0.0050607
1.00047 -0.00160859 -0.00474977
1.00046 -0.00142139 -0.00443723
1.00045 -0.00124504 -0.00412389
1.00045 -0.00107987 -0.00381054
1.00044 -0.00092597 -0.003498
1.00043 -0.000783624 -0.00318709
1.00043 -0.000652886 -0.00287865
1.00042 -0.000533979 -0.0025735
1.00041 -0.000426907 -0.00227248
1.0004 -0.000331841 -0.00197644
1.0004 -0.000248734 -0.00168622
1.00039 -0.000177704 -0.00140264
1.00038 -0.000118652 -0.00112654
1.00037 -7.16458e-05 -0.000858753
1.00037 -3.65325e-05 -0.000600098
1.00036 -1.33302e-05 -0.000351387
1.00035 -1.83551e-06 -0.000113403
1.00048 -2.30386e-06 0.000219814
1.00047 -1.55767e-05 0.000648645
1.00046 -4.21461e-05 0.00106629
1.00045 -8.08956e-05 0.0014726
1.00045 -0.000131866 0.00186745
1.00044 -0.000193968 0.00225076
1.00043 -0.000267269 0.00262246
1.00043 -0.000350707 0.00298254
1.00042 -0.000444379 0.00333099
1.00042 -0.000547251 0.00366783
1.00041 -0.000659445 0.00399312
1.0004 -0.00077996 0.00430691
1.0004 -0.000908942 0.00460929
1.0004 -0.00104542 0.00490036
1.00039 -0.00118956 0.00518022
1.00039 -0.00134043 0.005449
1.00038 -0.00149822 0.00570684
1.00038 -0.00166202 0.00595388
1.00038 -0.00183205 0.00619027
1.00037 -0.00200741 0.00641618
1.00037 -0.00218836 0.00663176
1.00037 -0.00237403 0.0068372
1.00036 -0.00256468 0.00703265
1.00036 -0.00275948 0.00721831
1.00036 -0.0029587 0.00739435
1.00035 -0.00316155 0.00756094
1.00035 -0.00336831 0.00771826
1.00035 -0.0035782 0.00786651
1.00035 -0.00379153 0.00800584
1.00034 -0.00400754 0.00813645
1.00034 -0.00422655 0.00825849
1.00034 -0.00444782 0.00837214
1.00034 -0.00467167 0.00847757
1.00033 -0.00489741 0.00857494
1.00033 -0.00512534 0.00866439
1.00033 -0.0053548 0.00874609
1.00033 -0.00558611 0.00882018
1.00033 -0.00581862 0.0088868
1.00032 -0.00605264 0.00894608
1.00032 -0.00628754 0.00899816
1.00032 -0.00652366 0.00904315
1.00032 -0.00676037 0.00908117
1.00031 -0.00699799 0.00911234
1.00031 -0.00723594 0.00913675
1.00031 -0.00747452 0.0091545
1.00031 -0.00771318 0.00916569
1.00031 -0.00795221 0.00917039
1.0003 -0.00819107 0.00916869
1.0003 -0.00843005 0.00916066
1.0003 -0.00866862 0.00914637
1.0003 -0.00890707 0.00912587
1.00029 -0.00914489 0.00909922
1.00029 -0.00938236 0.00906648
1.00029 -0.00961898 0.00902769
1.00029 -0.00985501 0.00898289
