200 200
1.00057 4.36136e-06 5.18289e-07
1.00057 3.7063e-06 5.34882e-07
1.00057 2.97824e-06 5.43999e-07
1.00057 2.27484e-06 5.43925e-07
1.00057 1.55079e-06 5.32516e-07
1.00057 9.15431e-07 5.07046e-07
1.00057 3.37979e-07 4.64217e-07
1.00057 -5.50964e-08 4.00349e-07
1.00057 -2.75948e-07 3.11553e-07
1.00057 -1.75357e-07 1.8624e-07
1.00048 -2.89282e-07 -6.94103e-07
1.00048 -2.50864e-07 -1.52275e-06
1.00048 2.66064e-07 -1.96593e-06
1.00048 1.25185e-06 -2.17752e-06
1.00048 2.23059e-06 -2.2221e-06
1.00048 3.31729e-06 -2.14645e-06
1.00048 4.12452e-06 -1.9844e-06
1.00048 4.83599e-06 -1.76051e-06
1.00048 5.11791e-06 -1.49281e-06
1.00048 5.1946e-06 -1.19465e-06
1.00048 4.76424e-06 -8.76127e-07
1.00047 4.07493e-06 -5.44841e-07
1.00047 2.84429e-06 -2.06668e-07
1.00047 1.33444e-06 1.33904e-07
1.00047 -7.24793e-07 4.73351e-07
1.00046 -3.06306e-06 8.08992e-07
1.00046 -5.9426e-06 1.13869e-06
1.00046 -9.08847e-06 1.46086e-06
1.00046 -1.27576e-05 1.77421e-06
1.00045 -1.66727e-05 2.07785e-06
1.00045 -2.10869e-05 2.37103e-06
1.00045 -2.57224e-05 2.65332e-06
1.00045 -3.08296e-05 2.9243e-06
1.00044 -3.61308e-05 3.18384e-06
1.00044 -4.18744e-05 3.43176e-06
1.00044 -4.7784e-05 3.66812e-06
1.00044 -5.41061e-05 3.8929e-06
1.00043 -6.05659e-05 4.10626e-06
1.00043 -6.74085e-05 4.3083e-06
1.00043 -7.43611e-05 4.49927e-06
1.00043 -8.16674e-05 4.67932e-06
1.00043 -8.9057e-05 4.84875e-06
1.00042 -9.6772e-05 5.00773e-06
1.00042 -0.000104545 5.15663e-06
1.00042 -0.000112616 5.2956e-06
1.00042 -0.000120721 5.42502e-06
1.00042 -0.000129098 5.54506e-06
1.00042 -0.000137486 5.6561e-06
1.00041 -0.000146121 5.7583e-06
1.00041 -0.000154747 5.85201e-06
1.00041 -0.000163596 5.93739e-06
1.00041 -0.000172414 6.01479e-06
1.00041 -0.000181435 6.08432e-06
1.00041 -0.000190405 6.14633e-06
1.00041 -0.000199556 6.2009e-06
1.00041 -0.00020864 6.24835e-06
1.00041 -0.000217884 6.28874e-06
1.00041 -0.000227044 6.32237e-06
1.00041 -0.000236344 6.34926e-06
1.00041 -0.000245545 6.3697e-06
1.00041 -0.000254867 6.38367e-06
1.00041 -0.000264074 6.39143e-06
1.00041 -0.000273385 6.39295e-06
1.00041 -0.000282566 6.38847e-06
1.00041 -0.000291833 6.37791e-06
1.00041 -0.000300956 6.3615e-06
1.00041 -0.000310147 6.33914e-06
1.00041 -0.000319181 6.31104e-06
1.00041 -0.000328266 6.27706e-06
1.00041 -0.000337181 6.23741e-06
1.00041 -0.00034613 6.19194e-06
1.00041 -0.000354895 6.14083e-06
1.00041 -0.000363677 6.08391e-06
1.00042 -0.000372262 6.02136e-06
1.00042 -0.000380847 5.953e-06
1.00042 -0.000389223 5.87899e-06
1.00042 -0.000397582 5.79915e-06
1.00042 -0.000405717 5.71363e-06
1.00043 -0.00041382 5.62224e-06
1.00043 -0.000421686 5.52514e-06
1.00043 -0.000429501 5.42213e-06
1.00043 -0.000437067 5.31338e-06
1.00043 -0.000444566 5.19869e-06
1.00044 -0.000451802 5.07822e-06
1.00044 -0.000458953 4.95179e-06
1.00044 -0.000465828 4.81956e-06
1.00045 -0.000472602 4.68137e-06
1.00045 -0.000479086 4.5374e-06
1.00045 -0.000485452 4.38747e-06
1.00046 -0.000491515 4.23178e-06
1.00046 -0.000497443 4.07019e-06
1.00046 -0.000503056 3.90291e-06
1.00047 -0.000508515 3.72981e-06
1.00047 -0.000513648 3.55112e-06
1.00047 -0.000518611 3.36673e-06
1.00048 -0.000523234 3.17689e-06
1.00048 -0.000527672 2.98151e-06
1.00048 -0.000531759 2.78089e-06
1.00049 -0.000535644 2.57494e-06
1.00049 -0.000539166 2.36399e-06
1.0005 -0.000542473 2.14798e-06
1.0005 -0.000545406 1.92726e-06
1.00051 -0.000548109 1.70182e-06
1.00051 -0.000550429 1.472e-06
1.00051 -0.000552506 1.23786e-06
1.00052 -0.000554191 9.99749e-07
1.00052 -0.000555621 7.57749e-07
1.00053 -0.000556651 5.12257e-07
1.00053 -0.000557416 2.63374e-07
1.00054 -0.000557774 1.15268e-08
1.00054 -0.000557857 -2.4315e-07
1.00055 -0.000557529 -5.00205e-07
1.00055 -0.000556918 -7.59472e-07
1.00056 -0.000555892 -1.02047e-06
1.00056 -0.000554578 -1.28301e-06
1.00057 -0.000552847 -1.54659e-06
1.00057 -0.000550823 -1.81097e-06
1.00058 -0.000548382 -2.07565e-06
1.00058 -0.000545646 -2.34036e-06
1.00058 -0.000542495 -2.60456e-06
1.00059 -0.000539049 -2.86799e-06
1.00059 -0.000535191 -3.13007e-06
1.0006 -0.000531041 -3.39051e-06
1.0006 -0.000526485 -3.64874e-06
1.00061 -0.000521641 -3.90444e-06
1.00061 -0.000516398 -4.15703e-06
1.00062 -0.000510875 -4.40618e-06
1.00062 -0.000504964 -4.65131e-06
1.00062 -0.000498781 -4.89207e-06
1.00063 -0.000492223 -5.12788e-06
1.00063 -0.000485404 -5.35839e-06
1.00064 -0.000478225 -5.58302e-06
1.00064 -0.0004708 -5.80141e-06
1.00064 -0.000463031 -6.01301e-06
1.00065 -0.000455033 -6.21745e-06
1.00065 -0.00044671 -6.41419e-06
1.00065 -0.000438176 -6.60288e-06
1.00066 -0.000429341 -6.78299e-06
1.00066 -0.000420314 -6.9542e-06
1.00066 -0.00041101 -7.116e-06
1.00066 -0.000401538 -7.26807e-06
1.00067 -0.000391814 -7.40995e-06
1.00067 -0.000381947 -7.54135e-06
1.00067 -0.000371856 -7.66183e-06
1.00067 -0.000361648 -7.77112e-06
1.00067 -0.000351246 -7.86884e-06
1.00068 -0.000340757 -7.95476e-06
1.00068 -0.000330104 -8.02853e-06
1.00068 -0.000319393 -8.08997e-06
1.00068 -0.000308551 -8.13876e-06
1.00068 -0.000297683 -8.17478e-06
1.00068 -0.000286717 -8.19776e-06
1.00068 -0.000275757 -8.20762e-06
1.00068 -0.000264733 -8.20416e-06
1.00068 -0.000253749 -8.18734e-06
1.00068 -0.000242736 -8.15702e-06
1.00068 -0.000231796 -8.11321e-06
1.00068 -0.000220861 -8.05583e-06
1.00068 -0.000210034 -7.98496e-06
1.00068 -0.000199247 -7.90057e-06
1.00068 -0.000188602 -7.80279e-06
1.00068 -0.000178032 -7.69166e-06
1.00067 -0.000167636 -7.56737e-06
1.00067 -0.00015735 -7.43003e-06
1.00067 -0.000147271 -7.27988e-06
1.00067 -0.000137335 -7.11709e-06
1.00067 -0.000127638 -6.94195e-06
1.00066 -0.000118115 -6.75472e-06
1.00066 -0.000108862 -6.55573e-06
1.00066 -9.9814e-05 -6.3453e-06
1.00066 -9.10642e-05 -6.12383e-06
1.00065 -8.25479e-05 -5.89169e-06
1.00065 -7.43569e-05 -5.64934e-06
1.00065 -6.64258e-05 -5.39722e-06
1.00065 -5.88448e-05 -5.13585e-06
1.00064 -5.15477e-05 -4.86572e-06
1.00064 -4.46228e-05 -4.58742e-06
1.00064 -3.80031e-05 -4.3015e-06
1.00063 -3.17748e-05 -4.00861e-06
1.00063 -2.58699e-05 -3.70938e-06
1.00063 -2.03725e-05 -3.40452e-06
1.00062 -1.52132e-05 -3.09474e-06
1.00062 -1.0474e-05 -2.78082e-06
1.00062 -6.0837e-06 -2.46357e-06
1.00061 -2.12192e-06 -2.14386e-06
1.00061 1.48435e-06 -1.82261e-06
1.0006 4.65816e-06 -1.50081e-06
1.0006 7.47477e-06 -1.1795e-06
1.0006 9.8602e-06 -8.59838e-07
1.0006 1.18924e-05 -5.4305e-07
1.00059 1.35007e-05 -2.30497e-07
1.00059 1.47663e-05 7.6339e-08
1.00059 1.56226e-05 3.75797e-07
1.00058 1.61548e-05 6.66033e-07
1.00058 1.63012e-05 9.4495e-07
1.00058 1.61519e-05 1.21017e-06
1.00058 1.56515e-05 1.45894e-06
1.00057 1.48968e-05 1.68808e-06
1.00057 1.38404e-05 1.89382e-06
1.00057 1.25883e-05 2.07172e-06
1.00057 1.11037e-05 2.21644e-06
1.00057 9.50527e-06 2.32156e-06
1.00057 7.77151e-06 2.37926e-06
1.00057 6.0387e-06 2.38004e-06
1.00057 4.30631e-06 2.31238e-06
1.00057 2.73488e-06 2.16262e-06
1.00057 1.35098e-06 1.91527e-06
1.00057 3.42839e-07 1.55479e-06
1.00057 -2.3964e-07 1.07009e-06
1.00057 -1.92387e-07 4.18506e-07
1.00048 -2.65184e-07 -1.13978e-06
1.00048 -1.15272e-07 -2.70842e-06
1.00048 5.31579e-07 -3.65516e-06
1.00048 1.69133e-06 -4.10559e-06
1.00048 2.84372e-06 -4.18475e-06
1.00048 4.05866e-06 -3.9843e-06
1.00048 4.90595e-06 -3.57528e-06
1.00048 5.53258e-06 -3.01219e-06
1.00048 5.57365e-06 -2.33681e-06
1.00048 5.2291e-06 -1.58131e-06
1.00048 4.17771e-06 -7.70519e-07
1.00047 2.65367e-06 7.62043e-08
1.00047 3.64252e-07 9.43769e-07
1.00047 -2.43463e-06 1.82031e-06
1.00047 -6.01704e-06 2.69651e-06
1.00047 -1.01135e-05 3.56502e-06
1.00046 -1.49856e-05 4.4201e-06
1.00046 -2.03557e-05 5.2572e-06
1.00046 -2.64771e-05 6.07284e-06
1.00046 -3.30674e-05 6.86429e-06
1.00045 -4.03743e-05 7.62953e-06
1.00045 -4.81129e-05 8.36704e-06
1.00045 -5.65271e-05 9.07575e-06
1.00045 -6.53315e-05 9.75494e-06
1.00044 -7.4767e-05 1.04042e-05
1.00044 -8.45488e-05 1.10233e-05
1.00044 -9.49157e-05 1.16124e-05
1.00044 -0.000105584 1.21715e-05
1.00043 -0.000116792 1.2701e-05
1.00043 -0.000128258 1.32012e-05
1.00043 -0.000140216 1.36727e-05
1.00043 -0.00015239 1.41161e-05
1.00043 -0.000165012 1.45318e-05
1.00042 -0.000177808 1.49206e-05
1.00042 -0.00019101 1.52831e-05
1.00042 -0.000204346 1.562e-05
1.00042 -0.000218047 1.59319e-05
1.00042 -0.000231844 1.62196e-05
1.00042 -0.000245968 1.64836e-05
1.00042 -0.000260152 1.67247e-05
1.00042 -0.000274624 1.69436e-05
1.00041 -0.000289124 1.71407e-05
1.00041 -0.000303877 1.73167e-05
1.00041 -0.000318625 1.74722e-05
1.00041 -0.000333592 1.76078e-05
1.00041 -0.000348525 1.77238e-05
1.00041 -0.000363644 1.78209e-05
1.00041 -0.0003787 1.78993e-05
1.00041 -0.000393911 1.79597e-05
1.00041 -0.000409032 1.80023e-05
1.00041 -0.000424279 1.80274e-05
1.00041 -0.000439408 1.80354e-05
1.00041 -0.000454635 1.80266e-05
1.00041 -0.00046972 1.80012e-05
1.00041 -0.000484873 1.79595e-05
1.00041 -0.00049986 1.79015e-05
1.00041 -0.000514888 1.78276e-05
1.00041 -0.000529726 1.77377e-05
1.00041 -0.000544578 1.76321e-05
1.00041 -0.000559217 1.75107e-05
1.00042 -0.000573842 1.73738e-05
1.00042 -0.000588231 1.72212e-05
1.00042 -0.00060258 1.70531e-05
1.00042 -0.00061667 1.68694e-05
1.00042 -0.000630693 1.66701e-05
1.00042 -0.000644434 1.64553e-05
1.00042 -0.000658082 1.62249e-05
1.00043 -0.000671426 1.59789e-05
1.00043 -0.000684649 1.57172e-05
1.00043 -0.000697546 1.54398e-05
1.00043 -0.000710295 1.51468e-05
1.00044 -0.000722695 1.48379e-05
1.00044 -0.000734921 1.45133e-05
1.00044 -0.000746774 1.41729e-05
1.00044 -0.000758427 1.38167e-05
1.00045 -0.000769684 1.34447e-05
1.00045 -0.000780714 1.3057e-05
1.00045 -0.000791326 1.26534e-05
1.00045 -0.000801685 1.22341e-05
1.00046 -0.000811602 1.17992e-05
1.00046 -0.00082124 1.13488e-05
1.00046 -0.000830414 1.08829e-05
1.00047 -0.000839283 1.04017e-05
1.00047 -0.000847667 9.90535e-06
1.00047 -0.00085572 9.39408e-06
1.00048 -0.000863266 8.86807e-06
1.00048 -0.000870457 8.3276e-06
1.00049 -0.000877122 7.77293e-06
1.00049 -0.000883406 7.20441e-06
1.00049 -0.000889145 6.62236e-06
1.0005 -0.000894482 6.02721e-06
1.0005 -0.000899255 5.41934e-06
1.00051 -0.000903604 4.79925e-06
1.00051 -0.000907372 4.16741e-06
1.00052 -0.000910697 3.52439e-06
1.00052 -0.000913426 2.87074e-06
1.00052 -0.000915693 2.2071e-06
1.00053 -0.000917351 1.53409e-06
1.00053 -0.000918533 8.52452e-07
1.00054 -0.000919093 1.62876e-07
1.00054 -0.000919162 -5.33838e-07
1.00055 -0.000918602 -1.23691e-06
1.00055 -0.00091754 -1.94546e-06
1.00056 -0.000915841 -2.65864e-06
1.00056 -0.000913633 -3.3755e-06
1.00056 -0.000910784 -4.09512e-06
1.00057 -0.000907421 -4.81649e-06
1.00057 -0.000903416 -5.53862e-06
1.00058 -0.000898894 -6.26044e-06
1.00058 -0.000893733 -6.98089e-06
1.00059 -0.000888055 -7.69885e-06
1.00059 -0.000881745 -8.41323e-06
1.0006 -0.000874923 -9.12285e-06
1.0006 -0.000867477 -9.82656e-06
1.00061 -0.000859527 -1.05232e-05
1.00061 -0.000850967 -1.12115e-05
1.00061 -0.000841914 -1.18903e-05
1.00062 -0.000832267 -1.25583e-05
1.00062 -0.000822144 -1.32144e-05
1.00063 -0.000811446 -1.38573e-05
1.00063 -0.000800291 -1.44858e-05
1.00063 -0.000788586 -1.50986e-05
1.00064 -0.000776448 -1.56945e-05
1.00064 -0.000763786 -1.62723e-05
1.00064 -0.000750718 -1.68308e-05
1.00065 -0.000737157 -1.73688e-05
1.00065 -0.000723222 -1.78852e-05
1.00065 -0.000708829 -1.83787e-05
1.00066 -0.000694096 -1.88484e-05
1.00066 -0.000678942 -1.9293e-05
1.00066 -0.000663486 -1.97115e-05
1.00066 -0.000647652 -2.01029e-05
1.00066 -0.000631556 -2.04663e-05
1.00067 -0.000615126 -2.08007e-05
1.00067 -0.000598479 -2.11051e-05
1.00067 -0.000581545 -2.13789e-05
1.00067 -0.00056444 -2.1621e-05
1.00067 -0.000547097 -2.1831e-05
1.00067 -0.000529633 -2.2008e-05
1.00067 -0.000511983 -2.21514e-05
1.00068 -0.000494262 -2.22607e-05
1.00068 -0.000476409 -2.23355e-05
1.00068 -0.000458538 -2.23752e-05
1.00068 -0.000440589 -2.23796e-05
1.00068 -0.000422677 -2.23484e-05
1.00068 -0.000404742 -2.22813e-05
1.00068 -0.000386898 -2.21783e-05
1.00068 -0.000369088 -2.20393e-05
1.00068 -0.000351423 -2.18643e-05
1.00067 -0.000333849 -2.16535e-05
1.00067 -0.000316475 -2.1407e-05
1.00067 -0.000299247 -2.1125e-05
1.00067 -0.000282273 -2.0808e-05
1.00067 -0.000265499 -2.04564e-05
1.00067 -0.000249033 -2.00706e-05
1.00067 -0.000232821 -1.96513e-05
1.00066 -0.000216967 -1.91991e-05
1.00066 -0.000201418 -1.87148e-05
1.00066 -0.000186277 -1.81992e-05
1.00066 -0.000171489 -1.76532e-05
1.00065 -0.000157156 -1.70778e-05
1.00065 -0.000143221 -1.64742e-05
1.00065 -0.000129785 -1.58433e-05
1.00065 -0.00011679 -1.51866e-05
1.00064 -0.000104332 -1.45052e-05
1.00064 -9.23543e-05 -1.38006e-05
1.00064 -8.095e-05 -1.30743e-05
1.00063 -7.00584e-05 -1.23278e-05
1.00063 -5.97714e-05 -1.15628e-05
1.00063 -5.0026e-05 -1.07811e-05
1.00062 -4.09108e-05 -9.98448e-06
1.00062 -3.23602e-05 -9.17493e-06
1.00062 -2.44595e-05 -8.35451e-06
1.00061 -1.71402e-05 -7.52542e-06
1.00061 -1.04838e-05 -6.68997e-06
1.00061 -4.4186e-06 -5.85066e-06
1.0006 9.78103e-07 -5.01012e-06
1.0006 5.78192e-06 -4.1712e-06
1.0006 9.92022e-06 -3.33696e-06
1.00059 1.34731e-05 -2.51072e-06
1.00059 1.63734e-05 -1.69611e-06
1.00059 1.87066e-05 -8.97086e-07
1.00059 2.04118e-05 -1.18058e-07
1.00058 2.15811e-05 6.36073e-07
1.00058 2.21614e-05 1.35981e-06
1.00058 2.22528e-05 2.04691e-06
1.00058 2.18118e-05 2.69025e-06
1.00057 2.09492e-05 3.28163e-06
1.00057 1.96335e-05 3.81153e-06
1.00057 1.79891e-05 4.26882e-06
1.00057 1.60005e-05 4.64039e-06
1.00057 1.38103e-05 4.91077e-06
1.00057 1.14238e-05 5.06162e-06
1.00057 9.00733e-06 5.07137e-06
1.00057 6.59283e-06 4.9149e-06
1.00057 4.37537e-06 4.56385e-06
1.00057 2.41665e-06 3.98838e-06
1.00057 9.38342e-07 3.16201e-06
1.00057 1.98041e-08 2.067e-06
1.00057 -1.49678e-07 7.38061e-07
1.00048 -2.45499e-07 -1.65671e-06
1.00048 -4.05098e-08 -3.98672e-06
1.00048 6.32004e-07 -5.41894e-06
1.00048 1.76323e-06 -6.09402e-06
1.00048 2.82975e-06 -6.16285e-06
1.00048 3.8824e-06 -5.76043e-06
1.00048 4.46798e-06 -4.99609e-06
1.00048 4.7113e-06 -3.95755e-06
1.00048 4.22605e-06 -2.71456e-06
1.00048 3.19443e-06 -1.3224e-06
1.00048 1.27955e-06 1.75083e-07
1.00048 -1.29595e-06 1.74309e-06
1.00047 -4.83442e-06 3.35391e-06
1.00047 -9.08589e-06 4.98549e-06
1.00047 -1.4329e-05 6.62021e-06
1.00047 -2.02959e-05 8.24406e-06
1.00046 -2.72489e-05 9.84586e-06
1.00046 -3.49086e-05 1.14168e-05
1.00046 -4.35263e-05 1.29498e-05
1.00046 -5.28156e-05 1.44396e-05
1.00046 -6.30202e-05 1.58819e-05
1.00045 -7.38497e-05 1.72736e-05
1.00045 -8.55426e-05 1.86124e-05
1.00045 -9.78068e-05 1.98966e-05
1.00045 -0.000110877 2.11252e-05
1.00044 -0.000124462 2.22977e-05
1.00044 -0.000138792 2.34139e-05
1.00044 -0.000153578 2.44739e-05
1.00044 -0.00016905 2.54782e-05
1.00044 -0.000184918 2.64274e-05
1.00043 -0.000201411 2.73222e-05
1.00043 -0.000218243 2.81636e-05
1.00043 -0.000235641 2.89526e-05
1.00043 -0.000253321 2.96903e-05
1.00043 -0.000271511 3.03779e-05
1.00042 -0.00028993 3.10166e-05
1.00042 -0.000308802 3.16075e-05
1.00042 -0.000327852 3.2152e-05
1.00042 -0.000347303 3.26512e-05
1.00042 -0.000366883 3.31063e-05
1.00042 -0.000386813 3.35184e-05
1.00042 -0.000406825 3.38888e-05
1.00042 -0.00042714 3.42185e-05
1.00042 -0.000447492 3.45085e-05
1.00042 -0.000468101 3.47599e-05
1.00041 -0.000488706 3.49736e-05
1.00041 -0.000509523 3.51505e-05
1.00041 -0.000530296 3.52914e-05
1.00041 -0.000551239 3.5397e-05
1.00041 -0.0005721 3.54682e-05
1.00041 -0.00059309 3.55055e-05
1.00041 -0.000613961 3.55095e-05
1.00041 -0.000634921 3.54808e-05
1.00041 -0.000655727 3.54198e-05
1.00041 -0.000676583 3.53269e-05
1.00041 -0.000697251 3.52025e-05
1.00042 -0.000717932 3.5047e-05
1.00042 -0.000738391 3.48605e-05
1.00042 -0.000758825 3.46433e-05
1.00042 -0.000779004 3.43956e-05
1.00042 -0.000799123 3.41175e-05
1.00042 -0.000818953 3.3809e-05
1.00042 -0.000838687 3.34704e-05
